"","policy_number","claim_ultimate","claim_number"
"7925","C1AE00024222",104340.048366201,"CR0057295340"
"7926","C1AE00354225",47525.723742497,"CR0033354976"
"7927","C1AE00354225",86060.6937354607,"CR0067537018"
"7928","C1AE00884119",159821.405269733,"CR0040093591"
"7929","C1AE00212390",80870.4485825161,"CR0093353075"
"7930","C1AE00212390",49597.6767321599,"CR0044211159"
"7931","C1AE00258625",127630.149348152,"CR0095945717"
"7932","C1AE00258625",97455.2631372546,"CR0093453196"
"7933","C1AE00203989",58994.4705297837,"CR0007919270"
"7934","C1AE00203989",28378.3214220289,"CR0078954992"
"7935","C1AE00203989",70623.9982527002,"CR0093404279"
"7936","C1AE00749452",106399.809938443,"CR0098637511"
"7937","C1AE00689341",198851.791301864,"CR0089570168"
"7938","C1AE00689341",80969.146419876,"CR0034068347"
"7939","C1AE00985251",47447.7581942841,"CR0064254710"
"7940","C1AE00985251",13333.7993441518,"CR0067653955"
"7941","C1AE00367703",147990.099650203,"CR0060525926"
"7942","C1AE00367703",51791.9234858069,"CR0094879451"
"7943","C1AE00367703",73037.3284987344,"CR0006465696"
"7944","C1AE00130296",14177.7887319602,"CR0087886525"
"7945","C1AE00130296",96053.2955026302,"CR0076763503"
"7946","C1AE00130296",22375.0676402865,"CR0099599677"
"7947","C1AE00130296",52293.7859996522,"CR0020440549"
"7948","C1AE00476281",46807.3249735499,"CR0072427485"
"7949","C1AE00533987",27910.6356100256,"CR0050256576"
"7950","C1AE00077222",150263.669190402,"CR0041576424"
"7951","C1AE00252419",232275.30317291,"CR0036962774"
"7952","C1AE00258300",7024.22841239601,"CR0082841570"
"7953","C1AE00662236",87404.0091377555,"CR0046013367"
"7954","C1AE00255644",39786.3290946589,"CR0056022261"
"7955","C1AE00586858",139843.489825634,"CR0003483133"
"7956","C1AE00586858",49853.4633279408,"CR0072522141"
"7957","C1AE00265729",121234.696189567,"CR0089489906"
"7958","C1AE00352353",27085.2096126585,"CR0009094838"
"7959","C1AE00352353",23520.6155257793,"CR0040462136"
"7960","C1AE00207038",123222.60455856,"CR0001695595"
"7961","C1AE00540491",68887.8507204468,"CR0070188895"
"7962","C1AE00451562",56884.8472019621,"CR0036899905"
"7963","C1AE00146409",94304.6228147061,"CR0053997482"
"7964","C1AE00146409",68331.4931235018,"CR0054150729"
"7965","C1AE00146409",29521.276003201,"CR0048492374"
"7966","C1AE00146409",115542.767016831,"CR0020539391"
"7967","C1AE00146409",150617.400026503,"CR0050226087"
"7968","C1AE00536278",23524.9963393382,"CR0073722148"
"7969","C1AE00536278",31921.9329910812,"CR0022975368"
"7970","C1AE00956349",102971.598309139,"CR0033720479"
"7971","C1AE00393496",62202.3636247191,"CR0037859743"
"7972","C1AE00254015",127112.628187861,"CR0040958256"
"7973","C1AE00777257",54824.4866907618,"CR0069914988"
"7974","C1AE00743765",37356.0637165317,"CR0023434343"
"7975","C1AE00743765",99124.6797986807,"CR0000841167"
"7976","C1AE00570071",30270.8173833628,"CR0083138198"
"7977","C1AE00808918",83801.6195055995,"CR0055853564"
"7978","C1AE00814350",128262.539698588,"CR0007975421"
"7979","C1AE00566421",38923.6852698183,"CR0000110107"
"7980","C1AE00566421",107491.901330915,"CR0067431310"
"7981","C1AE00233597",44396.139037829,"CR0012818809"
"7982","C1AE00935679",155026.97276694,"CR0035290545"
"7983","C1AE00935679",33101.5710121256,"CR0012984177"
"7984","C1AE00587699",18087.5588143978,"CR0033402765"
"7985","C1AE00338181",33911.5529537396,"CR0083944128"
"7986","C1AE00338181",38997.5518518415,"CR0035573478"
"7987","C1AE00338181",6266.06797234546,"CR0021012650"
"7988","C1AE00981660",90772.7104477918,"CR0047936358"
"7989","C1AE00981660",10969.446294463,"CR0047232263"
"7990","C1AE00215612",77954.4790711658,"CR0040781182"
"7991","C1AE00780410",103678.424594591,"CR0066485616"
"7992","C1AE00656794",29120.7997469521,"CR0051579654"
"7993","C1AE00613565",11448.1798832523,"CR0038882931"
"7994","C1AE00613565",89522.4809335465,"CR0071287715"
"7995","C1AE00575764",54750.3481309045,"CR0045239678"
"7996","C1AE00575764",40061.3086677388,"CR0008398555"
"7997","C1AE00905553",36548.4327103663,"CR0001080699"
"7998","C1AE00905553",17827.929449643,"CR0014852274"
"7999","C1AE00905553",256491.368644382,"CR0023065722"
"8000","C1AE00905553",30975.3976364691,"CR0041990178"
"8001","C1AE00050640",44948.4976064107,"CR0078756802"
"8002","C1AE00595285",43897.0432793173,"CR0034283612"
"8003","C1AE00374269",84493.8358611154,"CR0076864553"
"8004","C1AE00374269",64676.184946191,"CR0072522989"
"8005","C1AE00678712",104448.800421345,"CR0077760081"
"8006","C1AE00257159",51193.4355644089,"CR0004547837"
"8007","C1AE00280709",39383.8317195423,"CR0036184960"
"8008","C1AE00606996",81648.4619146914,"CR0045952019"
"8009","C1AE00411244",141382.905902031,"CR0053562194"
"8010","C1AE00411244",50336.9252979353,"CR0000930070"
"8011","C1AE00783209",170008.22562046,"CR0037773060"
"8012","C1AE00441010",60268.0423951275,"CR0010230646"
"8013","C1AE00493046",11097.3755793746,"CR0063837490"
"8014","C1AE00066899",14360.6063918764,"CR0087486331"
"8015","C1AE00503447",32201.3059813782,"CR0071706158"
"8016","C1AE00503447",5709.56986990197,"CR0002282099"
"8017","C1AE00027759",218304.826288156,"CR0000380308"
"8018","C1AE00464032",162218.439648329,"CR0077351030"
"8019","C1AE00464032",32962.1227270584,"CR0023394544"
"8020","C1AE00610543",29989.8726046268,"CR0070761260"
"8021","C1AE00821276",22362.5699181209,"CR0063992379"
"8022","C1AE00169097",51242.7661382715,"CR0039689102"
"8023","C1AE00169097",43351.2122765701,"CR0085853363"
"8024","C1AE00169097",98205.8024789316,"CR0019890891"
"8025","C1AE00200367",102739.361124128,"CR0012264240"
"8026","C1AE00200367",32998.9630161773,"CR0055521582"
"8027","C1AE00200367",87731.24534792,"CR0026409560"
"8028","C1AE00200367",74460.3869571916,"CR0083855186"
"8029","C1AE00926795",18598.0955366683,"CR0037131535"
"8030","C1AE00229140",9665.93028694666,"CR0008807348"
"8031","C1AE00722650",53878.9722634505,"CR0079038298"
"8032","C1AE00722650",30346.2561981322,"CR0045886811"
"8033","C1AE00722650",5459.5253824463,"CR0053090148"
"8034","C1AE00722650",91800.5612839427,"CR0059986097"
"8035","C1AE00609663",67779.7296947311,"CR0019615611"
"8036","C1AE00673805",58838.9172812762,"CR0059131904"
"8037","C1AE00887639",50605.5345051269,"CR0034447081"
"8038","C1AE00887639",76061.9280218948,"CR0004516035"
"8039","C1AE00073067",7151.967475617,"CR0002729084"
"8040","C1AE00073067",288980.191890016,"CR0087248976"
"8041","C1AE00073067",398622.720807466,"CR0062235146"
"8042","C1AE00073067",46352.4926459009,"CR0096680891"
"8043","C1AE00206293",41183.5770575173,"CR0056095456"
"8044","C1AE00702765",7981.55093055249,"CR0074651713"
"8045","C1AE00864268",65779.9120111667,"CR0046730873"
"8046","C1AE00845076",33020.2903467456,"CR0066438924"
"8047","C1AE00946656",73937.8090603057,"CR0026732781"
"8048","C1AE00946656",19205.8525449572,"CR0017305217"
"8049","C1AE00946656",168014.544963069,"CR0051591302"
"8050","C1AE00946656",16941.4377880156,"CR0062246540"
"8051","C1AE00832194",63187.3235295357,"CR0068696657"
"8052","C1AE00350412",244284.878337144,"CR0033835485"
"8053","C1AE00350412",30962.4292907983,"CR0078579087"
"8054","C1AE00350412",107530.381127113,"CR0044532144"
"8055","C1AE00350412",120101.615929679,"CR0066948996"
"8056","C1AE00258245",24271.7563613529,"CR0056226929"
"8057","C1AE00497620",131758.671743685,"CR0060987607"
"8058","C1AE00628316",148105.076340988,"CR0093284185"
"8059","C1AE00081996",178003.014189481,"CR0092181210"
"8060","C1AE00268847",110037.681394574,"CR0046113280"
"8061","C1AE00178123",29100.9477297769,"CR0000502649"
"8062","C1AE00178123",155111.520212053,"CR0041582307"
"8063","C1AE00885829",54452.1440638332,"CR0066327814"
"8064","C1AE00191841",30057.4405882839,"CR0074289169"
"8065","C1AE00066636",20589.2550164196,"CR0062197842"
"8066","C1AE00259321",110710.927039889,"CR0046844864"
"8067","C1AE00055049",47554.6872240362,"CR0097773356"
"8068","C1AE00094214",118194.573037132,"CR0039538600"
"8069","C1AE00094214",35361.3693979743,"CR0033470893"
"8070","C1AE00094214",342902.067107705,"CR0085973143"
"8071","C1AE00094214",412689.524318438,"CR0010650072"
"8072","C1AE00094214",62750.3608626622,"CR0060493590"
"8073","C1AE00916488",45646.7874902612,"CR0083457534"
"8074","C1AE00916488",11109.4929039104,"CR0052599809"
"8075","C1AE00916488",300345.312479198,"CR0030061276"
"8076","C1AE00981035",45234.7680621874,"CR0068424603"
"8077","C1AE00456360",106602.040427563,"CR0000463383"
"8078","C1AE00485327",36619.5044704485,"CR0028911429"
"8079","C1AE00366399",6482.37816146679,"CR0069370650"
"8080","C1AE00156879",46153.124909743,"CR0068200331"
"8081","C1AE00694468",94616.160350097,"CR0078091246"
"8082","C1AE00694468",4687.57463976353,"CR0066589177"
"8083","C1AE00471846",210451.715815127,"CR0036574139"
"8084","C1AE00471846",41944.7615937353,"CR0052984600"
"8085","C1AE00386462",28038.9980823391,"CR0027087896"
"8086","C1AE00835143",88126.4060243245,"CR0001635635"
"8087","C1AE00835143",34440.5552166454,"CR0068951919"
"8088","C1AE00164801",194769.841362693,"CR0041694157"
"8089","C1AE00164801",70315.7804783714,"CR0012732670"
"8090","C1AE00278628",16536.9667420219,"CR0095896528"
"8091","C1AE00308250",153910.518299419,"CR0027565442"
"8092","C1AE00625257",235945.899445551,"CR0026273514"
"8093","C1AE00625257",44229.3228765471,"CR0072049024"
"8094","C1AE00214639",17726.7397354435,"CR0026351633"
"8095","C1AE00840124",8381.82849428647,"CR0016635550"
"8096","C1AE00840124",69761.9623217598,"CR0084865934"
"8097","C1AE00840124",90619.7994911286,"CR0055213464"
"8098","C1AE00363576",43711.4883746342,"CR0034242015"
"8099","C1AE00363576",52533.3783026247,"CR0036260898"
"8100","C1AE00363576",66687.9189709739,"CR0045459886"
"8101","C1AE00363576",88668.1077370042,"CR0047990983"
"8102","C1AE00363576",43417.7541944202,"CR0025923530"
"8103","C1AE00363576",41409.272270817,"CR0097456173"
"8104","C1AE00363576",88387.0734373769,"CR0082164412"
"8105","C1AE00363576",29424.5758457697,"CR0084142873"
"8106","C1AE00019209",26790.9828845844,"CR0048384491"
"8107","C1AE00019209",63053.6568561253,"CR0029819458"
"8108","C1AE00019209",70844.399179384,"CR0099028314"
"8109","C1AE00019209",166304.315309421,"CR0031114960"
"8110","C1AE00019209",38825.9240783271,"CR0055630935"
"8111","C1AE00019209",94959.6231626037,"CR0012541543"
"8112","C1AE00247799",106201.926337138,"CR0038415407"
"8113","C1AE00100020",110640.073535889,"CR0056873283"
"8114","C1AE00523639",17715.5172818749,"CR0012110456"
"8115","C1AE00850942",71348.1346257686,"CR0082809145"
"8116","C1AE00392561",34750.6950477916,"CR0020559508"
"8117","C1AE00166485",56551.3517561709,"CR0030588175"
"8118","C1AE00740255",150155.253589424,"CR0043492882"
"8119","C1AE00871361",30936.5776151842,"CR0042717888"
"8120","C1AE00929152",473705.876142737,"CR0009228717"
"8121","C1AE00245124",102635.944236721,"CR0047269382"
"8122","C1AE00245124",70670.1197454037,"CR0022662389"
"8123","C1AE00245124",58656.1791934336,"CR0030943587"
"8124","C1AE00616086",103707.527242412,"CR0087893707"
"8125","C1AE00316992",45323.4625872055,"CR0086802124"
"8126","C1AE00851048",6935.98929029555,"CR0019467299"
"8127","C1AE00297225",13520.1615763575,"CR0067930713"
"8128","C1AE00761245",14330.8583794099,"CR0004558692"
"8129","C1AE00761245",151968.479885832,"CR0037688553"
"8130","C1AE00298455",251204.649844018,"CR0056055235"
"8131","C1AE00254817",81210.0394512993,"CR0070158403"
"8132","C1AE00503290",66166.9939211225,"CR0033877233"
"8133","C1AE00924401",117226.091721863,"CR0090459872"
"8134","C1AE00558556",115200.637581634,"CR0070380134"
"8135","C1AE00316040",273729.84054982,"CR0060486446"
"8136","C1AE00555272",21872.7881496443,"CR0025244119"
"8137","C1AE00555272",22565.1495219587,"CR0068048123"
"8138","C1AE00555272",130868.489371972,"CR0056309590"
"8139","C1AE00555272",135108.027295541,"CR0065153251"
"8140","C1AE00778354",53229.9321773604,"CR0019742241"
"8141","C1AE00778354",25655.8912659413,"CR0059013599"
"8142","C1AE00747924",32527.4418986344,"CR0009814964"
"8143","C1AE00805756",16205.2711290467,"CR0028008227"
"8144","C1AE00193631",105672.743322349,"CR0090709625"
"8145","C1AE00194075",6925.79203364555,"CR0081838807"
"8146","C1AE00194075",45670.1062283008,"CR0044624337"
"8147","C1AE00182731",30399.496499307,"CR0092304596"
"8148","C1AE00182731",59705.6126392368,"CR0043773615"
"8149","C1AE00182731",160322.996230704,"CR0025575029"
"8150","C1AE00892952",12238.245417145,"CR0036559229"
"8151","C1AE00633537",187389.338139869,"CR0040259995"
"8152","C1AE00965609",190000.796341691,"CR0043059805"
"8153","C1AE00965609",54987.2929563136,"CR0025935556"
"8154","C1AE00965609",71549.6934453007,"CR0054298759"
"8155","C1AE00556477",30661.8827937753,"CR0005789699"
"8156","C1AE00556477",275836.841794495,"CR0094304460"
"8157","C1AE00556477",12025.2614575586,"CR0016464286"
"8158","C1AE00556477",40073.9405037758,"CR0013806864"
"8159","C1AE00099474",46870.3988162269,"CR0051802085"
"8160","C1AE00647326",55697.7827645503,"CR0025429399"
"8161","C1AE00647326",125918.38250874,"CR0066514439"
"8162","C1AE00647326",120525.757860928,"CR0085134879"
"8163","C1AE00647326",325936.986695092,"CR0067885763"
"8164","C1AE00647326",66042.8664249681,"CR0089657355"
"8165","C1AE00647326",35194.4550929948,"CR0094206189"
"8166","C1AE00647326",27546.3931209649,"CR0047230969"
"8167","C1AE00647326",57260.5567695411,"CR0000525296"
"8168","C1AE00647326",126405.446054572,"CR0038059397"
"8169","C1AE00868710",47220.3754622633,"CR0079494555"
"8170","C1AE00578456",11166.7560853279,"CR0057926669"
"8171","C1AE00962387",192125.303279237,"CR0018904635"
"8172","C1AE00213194",45079.8417273032,"CR0077366846"
"8173","C1AE00066415",16091.2038713308,"CR0031041960"
"8174","C1AE00291527",116935.796886213,"CR0093336108"
"8175","C1AE00291527",156599.341712292,"CR0003322839"
"8176","C1AE00291527",40655.3023128703,"CR0016235737"
"8177","C1AE00291527",15564.3652363362,"CR0045688028"
"8178","C1AE00291527",316928.05248295,"CR0019372480"
"8179","C1AE00291527",65606.2347423101,"CR0074289757"
"8180","C1AE00291527",33166.1306894897,"CR0009316073"
"8181","C1AE00427511",568441.362827372,"CR0010008488"
"8182","C1AE00906996",121950.056162935,"CR0002979687"
"8183","C1AE00270288",108021.654959807,"CR0061724943"
"8184","C1AE00390445",87119.0188737327,"CR0088966840"
"8185","C1AE00893862",198591.180689603,"CR0026049133"
"8186","C1AE00893862",174052.745413423,"CR0080728273"
"8187","C1AE00893862",108057.562198451,"CR0021715393"
"8188","C1AE00893862",100519.196229037,"CR0012787554"
"8189","C1AE00893862",20284.8766060306,"CR0048767830"
"8190","C1AE00893862",114561.349484276,"CR0041379636"
"8191","C1AE00009779",71213.8843559657,"CR0091138150"
"8192","C1AE00281556",225022.439963199,"CR0056231047"
"8193","C1AE00325400",146782.897044617,"CR0041209628"
"8194","C1AE00254661",129509.876393563,"CR0056523607"
"8195","C1AE00254661",152034.616085426,"CR0067112273"
"8196","C1AE00365910",29735.6838817737,"CR0013867792"
"8197","C1AE00045006",82246.4927165276,"CR0096978828"
"8198","C1AE00386855",65840.3505988216,"CR0065061280"
"8199","C1AE00386855",122650.92253987,"CR0047543918"
"8200","C1AE00386855",18785.7601595732,"CR0054149950"
"8201","C1AE00386855",120284.770270578,"CR0085690204"
"8202","C1AE00386855",60127.4893105,"CR0071694190"
"8203","C1AE00386855",20655.4645344037,"CR0001433668"
"8204","C1AE00617793",6615.14080805396,"CR0048002407"
"8205","C1AE00028380",121152.445849085,"CR0090251985"
"8206","C1AE00559687",57306.0079569119,"CR0039373054"
"8207","C1AE00559687",5271.3201917678,"CR0093704933"
"8208","C1AE00575812",42313.6099344926,"CR0042276350"
"8209","C1AE00270912",13695.2722820633,"CR0025049016"
"8210","C1AE00270912",9023.87558377087,"CR0092438061"
"8211","C1AE00270912",48613.1687824589,"CR0071443099"
"8212","C1AE00846006",262263.325122989,"CR0059734288"
"8213","C1AE00846006",35734.6449416353,"CR0026097492"
"8214","C1AE00604550",91083.9878378412,"CR0007123704"
"8215","C1AE00049174",611352.477382538,"CR0003751476"
"8216","C1AE00049174",47198.5905082925,"CR0030403382"
"8217","C1AE00229275",22043.487768421,"CR0097083739"
"8218","C1AE00229275",38864.2054512973,"CR0078102720"
"8219","C1AE00229275",48229.9136970423,"CR0014996580"
"8220","C1AE00229275",33327.3907493232,"CR0004695784"
"8221","C1AE00883919",79840.5833828081,"CR0055964607"
"8222","C1AE00883919",90186.0730440624,"CR0054567351"
"8223","C1AE00421761",75999.3957869907,"CR0093772524"
"8224","C1AE00421761",9636.34854475115,"CR0059268349"
"8225","C1AE00231219",50766.472413325,"CR0005158667"
"8226","C1AE00745162",72956.3138246821,"CR0028404713"
"8227","C1AE00103809",32347.6550956247,"CR0009584586"
"8228","C1AE00103809",23978.0711174853,"CR0015170938"
"8229","C1AE00902733",82147.419405953,"CR0060103908"
"8230","C1AE00536921",50616.0163046009,"CR0022968101"
"8231","C1AE00536921",132437.775327973,"CR0056560425"
"8232","C1AE00113254",33337.3212190971,"CR0020562779"
"8233","C1AE00574095",127387.174913287,"CR0083619094"
"8234","C1AE00574095",112324.495334361,"CR0047764312"
"8235","C1AE00574095",25650.3946047894,"CR0048647755"
"8236","C1AE00574095",61168.2115445432,"CR0067565884"
"8237","C1AE00574095",31864.6307094695,"CR0009450260"
"8238","C1AE00574095",83037.8937481011,"CR0075405973"
"8239","C1AE00822153",24078.157761277,"CR0049213214"
"8240","C1AE00822153",106087.549497607,"CR0086176989"
"8241","C1AE00882543",14851.1582980797,"CR0044628278"
"8242","C1AE00882543",147931.713748395,"CR0093159518"
"8243","C1AE00882543",32305.6956962039,"CR0032162973"
"8244","C1AE00882543",94657.3477299947,"CR0036947211"
"8245","C1AE00514321",49358.2085633215,"CR0086896469"
"8246","C1AE00373071",125054.374502688,"CR0024561205"
"8247","C1AE00373071",64858.3910320398,"CR0085371611"
"8248","C1AE00373071",160930.791411704,"CR0059515778"
"8249","C1AE00102218",127083.086174467,"CR0055665876"
"8250","C1AE00102218",48673.1038723014,"CR0050996167"
"8251","C1AE00102218",108707.352629277,"CR0043244357"
"8252","C1AE00316228",7642.10432056628,"CR0060998915"
"8253","C1AE00316228",17707.0113491788,"CR0083503704"
"8254","C1AE00689123",20024.8403026023,"CR0060908330"
"8255","C1AE00156518",65208.5588871937,"CR0026644471"
"8256","C1AE00536239",80504.8939673713,"CR0039142589"
