"","policy_number","inception","expiration"
"52131","C1AE00100259","201006","201106"
"52132","C1AE00288278","201303","201403"
"52133","C1AE00959353","201608","201708"
"52134","C1AE00229669","200805","200905"
"52135","C1AE00951350","201309","201409"
"52136","C1AE00422090","201002","201102"
"52137","C1AE00744642","201508","201608"
"52138","C1AE00589846","201205","201305"
"52139","C1AE00486703","201612","201712"
"52140","C1AE00011419","201411","201511"
"52141","C1AE00195238","201401","201501"
"52142","C1AE00827465","200910","201010"
"52143","C1AE00924848","200910","201010"
"52144","C1AE00121462","201610","201710"
"52145","C1AE00912773","200804","200904"
"52146","C1AE00933928","200902","201002"
"52147","C1AE00860831","201603","201703"
"52148","C1AE00173363","201302","201402"
"52149","C1AE00900902","201309","201409"
"52150","C1AE00635859","201101","201201"
"52151","C1AE00657974","201506","201606"
"52152","C1AE00439640","201409","201509"
"52153","C1AE00942765","201412","201512"
"52154","C1AE00817815","201503","201603"
"52155","C1AE00655118","201301","201401"
"52156","C1AE00621746","201410","201510"
"52157","C1AE00140631","201110","201210"
"52158","C1AE00523188","201407","201507"
"52159","C1AE00115678","201411","201511"
"52160","C1AE00078967","201507","201607"
"52161","C1AE00865843","200806","200906"
"52162","C1AE00633088","201512","201612"
"52163","C1AE00425828","200907","201007"
"52164","C1AE00493997","201204","201304"
"52165","C1AE00931095","201410","201510"
"52166","C1AE00084363","201411","201511"
"52167","C1AE00001038","201507","201607"
"52168","C1AE00207423","200708","200808"
"52169","C1AE00507970","201502","201602"
"52170","C1AE00345908","201204","201304"
"52171","C1AE00400041","201502","201602"
"52172","C1AE00620138","201409","201509"
"52173","C1AE00345153","200910","201010"
"52174","C1AE00525019","201403","201503"
"52175","C1AE00015216","201411","201511"
"52176","C1AE00156682","201601","201701"
"52177","C1AE00669733","201403","201503"
"52178","C1AE00517832","201407","201507"
"52179","C1AE00051006","201507","201607"
"52180","C1AE00655854","200701","200801"
"52181","C1AE00318465","201512","201612"
"52182","C1AE00174776","201403","201503"
"52183","C1AE00601869","201006","201106"
"52184","C1AE00773211","201303","201403"
"52185","C1AE00316490","201202","201302"
"52186","C1AE00773243","200803","200903"
"52187","C1AE00740989","201502","201602"
"52188","C1AE00308160","201509","201609"
"52189","C1AE00052528","201109","201209"
"52190","C1AE00251300","200906","201006"
"52191","C1AE00244776","201303","201403"
"52192","C1AE00138918","201210","201310"
"52193","C1AE00601195","201206","201306"
"52194","C1AE00196755","201112","201212"
"52195","C1AE00100691","200810","200910"
"52196","C1AE00054707","201611","201711"
"52197","C1AE00370106","201402","201502"
"52198","C1AE00297071","201401","201501"
"52199","C1AE00624239","201007","201107"
"52200","C1AE00161462","201309","201409"
"52201","C1AE00710823","201511","201611"
"52202","C1AE00743419","201403","201503"
"52203","C1AE00819219","201205","201305"
"52204","C1AE00124080","201302","201402"
"52205","C1AE00411574","201004","201104"
"52206","C1AE00575696","201108","201208"
"52207","C1AE00332769","200910","201010"
"52208","C1AE00830867","200802","200902"
"52209","C1AE00537996","201309","201409"
"52210","C1AE00031838","201204","201304"
"52211","C1AE00757239","201102","201202"
"52212","C1AE00243017","201007","201107"
"52213","C1AE00768744","200906","201006"
"52214","C1AE00290225","201211","201311"
"52215","C1AE00730291","201310","201410"
"52216","C1AE00324983","201206","201306"
"52217","C1AE00761442","201512","201612"
"52218","C1AE00730662","200706","200806"
"52219","C1AE00524969","201008","201108"
"52220","C1AE00831287","200906","201006"
"52221","C1AE00043337","201203","201303"
"52222","C1AE00690441","201501","201601"
"52223","C1AE00928857","201409","201509"
"52224","C1AE00947104","201605","201705"
"52225","C1AE00964505","201402","201502"
"52226","C1AE00113225","201604","201704"
"52227","C1AE00611202","201509","201609"
"52228","C1AE00684018","201502","201602"
"52229","C1AE00940640","200804","200904"
"52230","C1AE00911034","201405","201505"
"52231","C1AE00777702","201109","201209"
"52232","C1AE00418744","201506","201606"
"52233","C1AE00206366","201504","201604"
"52234","C1AE00869038","200910","201010"
"52235","C1AE00352178","201604","201704"
"52236","C1AE00776127","201003","201103"
"52237","C1AE00991241","201002","201102"
"52238","C1AE00547890","201308","201408"
"52239","C1AE00332145","201601","201701"
"52240","C1AE00030588","201410","201510"
"52241","C1AE00205548","201006","201106"
"52242","C1AE00360186","201302","201402"
"52243","C1AE00308979","201307","201407"
"52244","C1AE00658737","201603","201703"
"52245","C1AE00292759","201301","201401"
"52246","C1AE00507490","200711","200811"
"52247","C1AE00462298","201511","201611"
"52248","C1AE00813453","201203","201303"
"52249","C1AE00648187","201103","201203"
"52250","C1AE00936510","201209","201309"
"52251","C1AE00192356","201209","201309"
"52252","C1AE00995614","201510","201610"
"52253","C1AE00030058","201603","201703"
"52254","C1AE00923053","201402","201502"
"52255","C1AE00410556","201510","201610"
"52256","C1AE00050989","201108","201208"
"52257","C1AE00692056","200906","201006"
"52258","C1AE00073259","201407","201507"
"52259","C1AE00699426","201108","201208"
"52260","C1AE00350383","201203","201303"
"52261","C1AE00421310","201612","201712"
"52262","C1AE00991901","201101","201201"
"52263","C1AE00604091","201509","201609"
"52264","C1AE00571165","201502","201602"
"52265","C1AE00614768","201506","201606"
"52266","C1AE00369853","201209","201309"
"52267","C1AE00182677","201412","201512"
"52268","C1AE00208136","201401","201501"
"52269","C1AE00100578","201403","201503"
"52270","C1AE00011662","201108","201208"
"52271","C1AE00192217","201011","201111"
"52272","C1AE00160798","201504","201604"
"52273","C1AE00683843","200902","201002"
"52274","C1AE00533019","201507","201607"
"52275","C1AE00360038","201006","201106"
"52276","C1AE00087249","201305","201405"
"52277","C1AE00537139","201004","201104"
"52278","C1AE00313409","201605","201705"
"52279","C1AE00477646","201312","201412"
"52280","C1AE00665462","201008","201108"
"52281","C1AE00612433","201103","201203"
"52282","C1AE00923639","201508","201608"
"52283","C1AE00925181","201503","201603"
"52284","C1AE00355408","201104","201204"
"52285","C1AE00502992","201204","201304"
"52286","C1AE00084915","201205","201305"
"52287","C1AE00448414","201006","201106"
"52288","C1AE00070418","201111","201211"
"52289","C1AE00139616","200812","200912"
"52290","C1AE00255814","200804","200904"
"52291","C1AE00122062","201207","201307"
"52292","C1AE00955671","201202","201302"
"52293","C1AE00382313","200808","200908"
"52294","C1AE00307341","200909","201009"
"52295","C1AE00724319","201502","201602"
"52296","C1AE00168867","201605","201705"
"52297","C1AE00386915","201007","201107"
"52298","C1AE00981700","201501","201601"
"52299","C1AE00203284","200910","201010"
"52300","C1AE00172637","201502","201602"
"52301","C1AE00221662","201608","201708"
"52302","C1AE00042925","201510","201610"
"52303","C1AE00701296","200903","201003"
"52304","C1AE00802452","201306","201406"
"52305","C1AE00315130","201109","201209"
"52306","C1AE00683572","201607","201707"
"52307","C1AE00451013","201311","201411"
"52308","C1AE00591581","201601","201701"
"52309","C1AE00928180","201605","201705"
"52310","C1AE00178663","201102","201202"
"52311","C1AE00584323","201509","201609"
"52312","C1AE00590572","200903","201003"
"52313","C1AE00056759","201206","201306"
"52314","C1AE00951476","201302","201402"
"52315","C1AE00350260","201403","201503"
"52316","C1AE00953820","201412","201512"
"52317","C1AE00674719","201001","201101"
"52318","C1AE00049838","200905","201005"
"52319","C1AE00862721","201210","201310"
"52320","C1AE00424504","201201","201301"
"52321","C1AE00082864","200803","200903"
"52322","C1AE00250964","201401","201501"
"52323","C1AE00695214","201510","201610"
"52324","C1AE00666456","201510","201610"
"52325","C1AE00614686","201302","201402"
"52326","C1AE00116257","201203","201303"
"52327","C1AE00330049","201301","201401"
"52328","C1AE00153052","201206","201306"
"52329","C1AE00278008","201312","201412"
"52330","C1AE00916801","201312","201412"
"52331","C1AE00720470","201309","201409"
"52332","C1AE00854796","200704","200804"
"52333","C1AE00845162","201309","201409"
"52334","C1AE00424070","201408","201508"
"52335","C1AE00996662","201212","201312"
"52336","C1AE00670613","200907","201007"
"52337","C1AE00116588","201404","201504"
"52338","C1AE00646481","201307","201407"
"52339","C1AE00880355","200810","200910"
"52340","C1AE00277508","201204","201304"
"52341","C1AE00145684","201405","201505"
"52342","C1AE00337720","201404","201504"
"52343","C1AE00511591","201205","201305"
"52344","C1AE00332886","201303","201403"
"52345","C1AE00920402","201310","201410"
"52346","C1AE00904615","201010","201110"
"52347","C1AE00321568","201102","201202"
"52348","C1AE00956006","201309","201409"
"52349","C1AE00020389","200809","200909"
"52350","C1AE00451306","201503","201603"
"52351","C1AE00725628","201107","201207"
"52352","C1AE00576882","201511","201611"
"52353","C1AE00077544","201604","201704"
"52354","C1AE00600680","201610","201710"
"52355","C1AE00424572","201406","201506"
"52356","C1AE00051048","201102","201202"
"52357","C1AE00807170","201009","201109"
"52358","C1AE00091536","200902","201002"
"52359","C1AE00990555","201101","201201"
"52360","C1AE00631205","201301","201401"
"52361","C1AE00241908","201503","201603"
"52362","C1AE00129188","201003","201103"
"52363","C1AE00342236","201109","201209"
"52364","C1AE00070897","201110","201210"
"52365","C1AE00526098","201103","201203"
"52366","C1AE00962135","201206","201306"
"52367","C1AE00959456","201102","201202"
"52368","C1AE00293514","201409","201509"
"52369","C1AE00747269","200812","200912"
"52370","C1AE00565802","201407","201507"
"52371","C1AE00448227","201204","201304"
"52372","C1AE00893897","201204","201304"
"52373","C1AE00598591","201512","201612"
"52374","C1AE00593143","201008","201108"
"52375","C1AE00328197","201608","201708"
"52376","C1AE00437663","201602","201702"
"52377","C1AE00286469","201512","201612"
"52378","C1AE00884158","200712","200812"
"52379","C1AE00516213","201201","201301"
"52380","C1AE00715544","201502","201602"
"52381","C1AE00604420","201409","201509"
"52382","C1AE00435369","201107","201207"
"52383","C1AE00894061","201503","201603"
"52384","C1AE00758394","201002","201102"
"52385","C1AE00500388","201011","201111"
"52386","C1AE00349111","201608","201708"
"52387","C1AE00014387","201603","201703"
"52388","C1AE00154969","201108","201208"
"52389","C1AE00894894","201612","201712"
"52390","C1AE00953420","201601","201701"
"52391","C1AE00948122","201004","201104"
"52392","C1AE00795290","200807","200907"
"52393","C1AE00001343","201112","201212"
"52394","C1AE00566470","201505","201605"
"52395","C1AE00629039","201104","201204"
"52396","C1AE00247313","201505","201605"
"52397","C1AE00919996","201411","201511"
"52398","C1AE00370802","201109","201209"
"52399","C1AE00590552","201301","201401"
"52400","C1AE00437580","201212","201312"
"52401","C1AE00908273","201102","201202"
"52402","C1AE00707864","200912","201012"
"52403","C1AE00129129","201209","201309"
"52404","C1AE00545711","201605","201705"
"52405","C1AE00661529","201104","201204"
"52406","C1AE00223645","201207","201307"
"52407","C1AE00684659","201008","201108"
"52408","C1AE00790849","201309","201409"
"52409","C1AE00199744","200808","200908"
"52410","C1AE00254562","201309","201409"
"52411","C1AE00732163","201312","201412"
"52412","C1AE00802522","201111","201211"
"52413","C1AE00326886","200907","201007"
"52414","C1AE00795555","201306","201406"
"52415","C1AE00672700","201104","201204"
"52416","C1AE00853835","201207","201307"
"52417","C1AE00000084","201504","201604"
"52418","C1AE00546495","201101","201201"
"52419","C1AE00919393","201308","201408"
"52420","C1AE00776505","201109","201209"
"52421","C1AE00720950","201201","201301"
"52422","C1AE00980151","201412","201512"
"52423","C1AE00367904","201610","201710"
"52424","C1AE00254445","201203","201303"
"52425","C1AE00814925","201008","201108"
"52426","C1AE00611458","201606","201706"
"52427","C1AE00817113","201107","201207"
"52428","C1AE00023302","201206","201306"
"52429","C1AE00386926","201309","201409"
"52430","C1AE00822742","200908","201008"
"52431","C1AE00851395","201211","201311"
"52432","C1AE00219327","201509","201609"
"52433","C1AE00846923","201109","201209"
"52434","C1AE00399825","200707","200807"
"52435","C1AE00162183","201303","201403"
"52436","C1AE00237646","201311","201411"
"52437","C1AE00230119","201112","201212"
"52438","C1AE00175235","201404","201504"
"52439","C1AE00185943","201601","201701"
"52440","C1AE00757743","200911","201011"
"52441","C1AE00035977","201606","201706"
"52442","C1AE00926669","201112","201212"
"52443","C1AE00838222","201110","201210"
"52444","C1AE00352120","201305","201405"
"52445","C1AE00478456","201511","201611"
"52446","C1AE00237524","201101","201201"
"52447","C1AE00964905","201304","201404"
"52448","C1AE00734073","201207","201307"
"52449","C1AE00646718","201608","201708"
"52450","C1AE00591044","200810","200910"
"52451","C1AE00013585","201007","201107"
"52452","C1AE00363193","200808","200908"
"52453","C1AE00454606","201603","201703"
"52454","C1AE00298302","201104","201204"
"52455","C1AE00285267","201109","201209"
"52456","C1AE00528048","201109","201209"
"52457","C1AE00815993","201411","201511"
"52458","C1AE00670536","201510","201610"
"52459","C1AE00684599","201303","201403"
"52460","C1AE00784882","201402","201502"
"52461","C1AE00827882","201101","201201"
"52462","C1AE00467872","201604","201704"
"52463","C1AE00174071","201009","201109"
"52464","C1AE00314581","201207","201307"
"52465","C1AE00366217","201304","201404"
"52466","C1AE00629700","201612","201712"
